Company,Order_no,Quantity,Sales,Status,Product_line,City,Country,Deal_size,Order_date
"Dragon Souveniers, Ltd.",10117,39,5938.14,Shipped,"Classic Cars",Singapore,Singapore,Medium,2018-04-16
"Muscle Machine Inc",10127,42,8138.76,Shipped,"Classic Cars",NYC,USA,Large,2018-06-03
"Mini Gifts Distributors Ltd.",10142,46,9470.94,Shipped,"Classic Cars","San Rafael",USA,Large,2018-08-08
"Euro Shopping Channel",10153,49,7036.89,Shipped,"Classic Cars",Madrid,Spain,Large,2018-09-28
"Dragon Souveniers, Ltd.",10165,27,5559.03,Shipped,"Classic Cars",Singapore,Singapore,Medium,2018-10-22
"L'ordine Souveniers",10176,50,7872.50,Shipped,"Classic Cars","Reggio Emilia",Italy,Large,2018-11-06
"Mini Creations Ltd.",10185,43,7886.20,Shipped,"Classic Cars","New Bedford",USA,Large,2018-11-14
"Super Scale Inc.",10196,38,7232.16,Shipped,"Classic Cars","New Haven",USA,Large,2018-11-26
"Saveley & Henriot, Co.",10208,20,3114.40,Shipped,"Classic Cars",Lyon,France,Medium,2019-01-02
"Clover Collections, Co.",10220,27,5045.22,Shipped,"Classic Cars",Dublin,Ireland,Medium,2019-02-12
"CAF Imports",10231,49,6952.12,Shipped,"Classic Cars",Madrid,Spain,Medium,2019-03-19
"Diecast Classics Inc.",10272,39,7962.24,Shipped,"Classic Cars",Allentown,USA,Large,2019-07-20
"Mini Gifts Distributors Ltd.",10282,24,3778.80,Shipped,"Classic Cars","San Rafael",USA,Medium,2019-08-20
"Amica Models & Co.",10293,45,8253.00,Shipped,"Classic Cars",Torino,Italy,Large,2019-09-09
"Heintze Collectables",10314,36,6913.80,Shipped,"Classic Cars",Aaarhus,Denmark,Medium,2019-10-22
"Baane Mini Imports",10325,24,2583.60,Shipped,"Classic Cars",Stavern,Norway,Small,2019-11-05
"La Corne D'abondance, Co.",10336,49,3105.62,Shipped,"Classic Cars",Paris,France,Medium,2019-11-20
"Muscle Machine Inc",10349,26,4408.56,Shipped,"Classic Cars",NYC,USA,Medium,2019-12-01
"Reims Collectables",10359,49,3042.41,Shipped,"Classic Cars",Reims,France,Medium,2019-12-15
"Mini Gifts Distributors Ltd.",10382,34,3241.90,Shipped,"Classic Cars","San Rafael",USA,Medium,2020-02-17
"Mini Gifts Distributors Ltd.",10396,33,6109.29,Shipped,"Classic Cars","San Rafael",USA,Medium,2020-03-23
"Gift Depot Inc.",10413,22,3387.78,Shipped,"Classic Cars",Bridgewater,USA,Medium,2020-05-05
"Marseille Mini Autos",10122,32,2042.88,Shipped,"Classic Cars",Marseille,France,Small,2018-05-08
"Mini Gifts Distributors Ltd.",10135,24,1800.24,Shipped,"Classic Cars","San Rafael",USA,Small,2018-07-02
"Collectables For Less Inc.",10147,21,1340.64,Shipped,"Classic Cars",Brickhaven,USA,Small,2018-09-05
"Anna's Decorations, Ltd",10169,36,2298.24,Shipped,"Classic Cars","North Sydney",Australia,Small,2018-11-04
"Toms Spezialitten, Ltd",10191,30,1939.20,Shipped,"Classic Cars",Koln,Germany,Small,2018-11-20
"Euro Shopping Channel",10203,44,3651.56,Shipped,"Classic Cars",Madrid,Spain,Medium,2018-12-02
"Auto Canal Petit",10211,28,2591.96,Shipped,"Classic Cars",Paris,France,Small,2019-01-15
"Vida Sport, Ltd",10225,37,2864.17,Shipped,"Classic Cars",Gensve,Switzerland,Small,2019-02-22
"Danish Wholesale Imports",10238,20,1484.20,Shipped,"Classic Cars",Kobenhavn,Denmark,Small,2019-04-09
"L'ordine Souveniers",10266,35,2681.35,Shipped,"Classic Cars","Reggio Emilia",Italy,Small,2019-07-06
"Online Mini Collectables",10276,38,3184.02,Shipped,"Classic Cars",Brickhaven,USA,Medium,2019-08-02
"Vida Sport, Ltd",10287,41,2846.63,Shipped,"Classic Cars",Gensve,Switzerland,Small,2019-08-30
"Blauer See Auto, Co.",10300,22,1685.42,Shipped,"Classic Cars",Frankfurt,Germany,Small,2018-10-04
"Toms Spezialitten, Ltd",10310,49,3988.60,Shipped,"Classic Cars",Koln,Germany,Medium,2019-10-16
"Land of Toys Inc.",10329,33,3607.56,Shipped,"Classic Cars",NYC,USA,Medium,2019-11-15
"Salzburg Collectables",10341,36,3368.16,Shipped,"Classic Cars",Salzburg,Austria,Medium,2019-11-24
"Toys of Finland, Co.",10377,24,1627.92,Shipped,"Classic Cars",Helsinki,Finland,Small,2020-02-09
"Salzburg Collectables",10419,34,3065.78,Shipped,"Classic Cars",Salzburg,Austria,Medium,2020-05-17
"Euro Shopping Channel",10104,41,4615.78,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2018-01-31
"Classic Legends Inc.",10115,46,5723.78,Shipped,"Trucks and Buses",NYC,USA,Medium,2018-04-04
"Muscle Machine Inc",10127,24,2559.60,Shipped,"Trucks and Buses",NYC,USA,Small,2018-06-03
"Oulu Toy Supplies, Inc.",10151,24,3327.60,Shipped,"Trucks and Buses",Oulu,Finland,Medium,2018-09-21
"Dragon Souveniers, Ltd.",10165,48,6825.60,Shipped,"Trucks and Buses",Singapore,Singapore,Medium,2018-10-22
"Iberia Gift Imports, Corp.",10184,37,4516.22,Shipped,"Trucks and Buses",Sevilla,Spain,Medium,2018-11-14
"Mini Classics",10195,49,6445.46,Shipped,"Trucks and Buses","White Plains",USA,Medium,2018-11-25
"Diecast Collectables",10207,34,3384.36,Shipped,"Trucks and Buses",Boston,USA,Medium,2018-12-09
"Signal Collectibles Ltd.",10219,48,4891.68,Shipped,"Trucks and Buses",Brisbane,USA,Medium,2019-02-10
"Mini Gifts Distributors Ltd.",10229,36,4521.96,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2019-03-11
"Euro Shopping Channel",10246,46,5069.66,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2019-05-05
"Handji Gifts& Co",10259,46,6541.20,Shipped,"Trucks and Buses",Singapore,Singapore,Medium,2019-06-15
"Mini Gifts Distributors Ltd.",10271,31,3012.27,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2019-07-20
"Diecast Classics Inc.",10281,41,5247.18,Shipped,"Trucks and Buses",Allentown,USA,Medium,2019-08-19
"Land of Toys Inc.",10292,21,2214.87,Shipped,"Trucks and Buses",NYC,USA,Small,2019-09-08
"Marta's Replicas Co.",10305,38,4773.18,Shipped,"Trucks and Buses",Cambridge,USA,Medium,2019-10-13
"Heintze Collectables",10314,45,6185.70,Shipped,"Trucks and Buses",Aaarhus,Denmark,Medium,2019-10-22
"Vitachrome Inc.",10324,26,1517.88,Shipped,"Trucks and Buses",NYC,USA,Small,2019-11-05
"La Corne D'abondance, Co.",10336,38,6372.60,Shipped,"Trucks and Buses",Paris,France,Medium,2019-11-20
"Muscle Machine Inc",10349,48,5232.96,Shipped,"Trucks and Buses",NYC,USA,Medium,2019-12-01
"Euro Shopping Channel",10358,42,2694.72,Shipped,"Trucks and Buses",Madrid,Spain,Small,2019-12-10
"Mini Gifts Distributors Ltd.",10371,49,1749.79,Shipped,"Trucks and Buses","San Rafael",USA,Small,2020-01-23
"Mini Gifts Distributors Ltd.",10382,32,2130.56,Shipped,"Trucks and Buses","San Rafael",USA,Small,2020-02-17
"Euro Shopping Channel",10412,54,5951.34,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2020-05-03
"La Rochelle Gifts",10425,33,4692.60,"In Process","Trucks and Buses",Nantes,France,Medium,2020-05-31
"Marseille Mini Autos",10122,20,2142.00,Shipped,"Classic Cars",Marseille,France,Small,2018-05-08
"Mini Gifts Distributors Ltd.",10135,29,2838.81,Shipped,"Classic Cars","San Rafael",USA,Small,2018-07-02
"Collectables For Less Inc.",10147,33,3230.37,Shipped,"Classic Cars",Brickhaven,USA,Medium,2018-09-05
"Mini Auto Werke",10170,41,4391.10,Shipped,"Classic Cars",Graz,Austria,Medium,2018-11-04
"Online Diecast Creations Co.",10192,27,3544.56,Shipped,"Classic Cars",Nashua,USA,Medium,2018-11-20
"Euro Shopping Channel",10203,47,5195.85,Shipped,"Classic Cars",Madrid,Spain,Medium,2018-12-02
"Euro Shopping Channel",10212,33,4180.44,Shipped,"Classic Cars",Madrid,Spain,Medium,2019-01-16
"Vida Sport, Ltd",10225,21,2684.43,Shipped,"Classic Cars",Gensve,Switzerland,Small,2019-02-22
"Oulu Toy Supplies, Inc.",10239,21,1958.88,Shipped,"Classic Cars",Oulu,Finland,Small,2019-04-12
"L'ordine Souveniers",10266,40,4468.40,Shipped,"Classic Cars","Reggio Emilia",Italy,Medium,2019-07-06
"Dragon Souveniers, Ltd.",10277,28,3127.88,Shipped,"Classic Cars",Singapore,Singapore,Medium,2019-08-04
"Vida Sport, Ltd",10287,23,2675.13,Shipped,"Classic Cars",Gensve,Switzerland,Small,2019-08-30
"Blauer See Auto, Co.",10300,23,2807.61,Shipped,"Classic Cars",Frankfurt,Germany,Small,2018-10-04
"Toms Spezialitten, Ltd",10310,25,2504.75,Shipped,"Classic Cars",Koln,Germany,Small,2019-10-16
FunGiftIdeas.com,10321,24,2984.88,Shipped,"Classic Cars","New Bedford",USA,Small,2019-11-04
"Land of Toys Inc.",10329,39,2524.86,Shipped,"Classic Cars",NYC,USA,Small,2019-11-15
"Salzburg Collectables",10341,55,4136.00,Shipped,"Classic Cars",Salzburg,Austria,Medium,2019-11-24
"Toys of Finland, Co.",10377,50,5182.00,Shipped,"Classic Cars",Helsinki,Finland,Medium,2020-02-09
"Mini Caravy",10405,97,9048.16,Shipped,"Classic Cars",Strasbourg,France,Large,2020-04-14
"Salzburg Collectables",10419,32,3832.64,Shipped,"Classic Cars",Salzburg,Austria,Medium,2020-05-17
"Baane Mini Imports",10103,35,3920.00,Shipped,"Trucks and Buses",Stavern,Norway,Medium,2018-01-29
"Mini Gifts Distributors Ltd.",10113,49,4916.66,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2018-03-26
"Corrida Auto Replicas, Ltd",10126,38,3857.00,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2018-05-28
"Technics Stores Inc.",10140,32,4181.44,Shipped,"Trucks and Buses",Burlingame,USA,Medium,2018-07-24
"Dragon Souveniers, Ltd.",10150,34,4641.00,Shipped,"Trucks and Buses",Singapore,Singapore,Medium,2018-09-19
"Mini Auto Werke",10164,36,3570.12,Resolved,"Trucks and Buses",Graz,Austria,Medium,2018-10-21
"Australian Gift Network, Co",10174,48,4480.32,Shipped,"Trucks and Buses","South Brisbane",Australia,Medium,2018-11-06
"Classic Gift Ideas, Inc",10183,21,2033.64,Shipped,"Trucks and Buses",Philadelphia,USA,Small,2018-11-13
"Saveley & Henriot, Co.",10194,21,1960.14,Shipped,"Trucks and Buses",Lyon,France,Small,2018-11-25
"West Coast Collectables Co.",10215,46,5152.00,Shipped,"Trucks and Buses",Burbank,USA,Medium,2019-01-29
"Cambridge Collectables Co.",10228,32,3360.00,Shipped,"Trucks and Buses",Cambridge,USA,Medium,2019-03-10
"Super Scale Inc.",10245,29,3451.00,Shipped,"Trucks and Buses","New Haven",USA,Medium,2019-05-04
"Souveniers And Things Co.",10270,43,4164.12,Shipped,"Trucks and Buses",Chatswood,Australia,Medium,2019-07-19
"Amica Models & Co.",10280,24,2800.08,Shipped,"Trucks and Buses",Torino,Italy,Small,2019-08-17
"Auto Assoc. & Cie.",10304,46,4508.00,Shipped,"Trucks and Buses",Versailles,France,Medium,2019-10-11
"Mini Gifts Distributors Ltd.",10312,32,4181.44,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2019-10-21
"Online Diecast Creations Co.",10322,22,2251.04,Shipped,"Trucks and Buses",Nashua,USA,Small,2019-11-04
"Australian Collectors, Co.",10347,42,2083.20,Shipped,"Trucks and Buses",Melbourne,Australia,Small,2019-11-29
"Mini Gifts Distributors Ltd.",10357,39,3822.00,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2019-12-10
"Anna's Decorations, Ltd",10370,27,3911.49,Shipped,"Trucks and Buses","North Sydney",Australia,Medium,2020-01-20
"Anna's Decorations, Ltd",10391,29,2467.90,Shipped,"Trucks and Buses","North Sydney",Australia,Small,2020-03-09
"Euro Shopping Channel",10424,54,7182.00,"In Process","Trucks and Buses",Madrid,Spain,Large,2020-05-31
"Motor Mint Distributors Inc.",10109,26,4379.18,Shipped,"Classic Cars",Philadelphia,USA,Medium,2018-03-10
"Marseille Mini Autos",10122,34,5004.80,Shipped,"Classic Cars",Marseille,France,Medium,2018-05-08
"Alpha Cognac",10136,25,3644.75,Shipped,"Classic Cars",Toulouse,France,Medium,2018-07-04
"Anna's Decorations, Ltd",10148,23,2702.04,Shipped,"Classic Cars","North Sydney",Australia,Small,2018-09-11
"Heintze Collectables",10161,28,3764.88,Shipped,"Classic Cars",Aaarhus,Denmark,Medium,2018-10-17
"Online Diecast Creations Co.",10192,22,3300.66,Shipped,"Classic Cars",Nashua,USA,Medium,2018-11-20
"Muscle Machine Inc",10204,42,6182.40,Shipped,"Classic Cars",NYC,USA,Medium,2018-12-02
"Euro Shopping Channel",10212,29,4186.73,Shipped,"Classic Cars",Madrid,Spain,Medium,2019-01-16
"Vida Sport, Ltd",10225,32,4529.28,Shipped,"Classic Cars",Gensve,Switzerland,Medium,2019-02-22
"L'ordine Souveniers",10266,21,2526.51,Shipped,"Classic Cars","Reggio Emilia",Italy,Small,2019-07-06
"Signal Gift Stores",10278,34,4667.86,Shipped,"Classic Cars","Las Vegas",USA,Medium,2019-08-06
"Vida Sport, Ltd",10287,41,6499.32,Shipped,"Classic Cars",Gensve,Switzerland,Medium,2019-08-30
"Toms Spezialitten, Ltd",10310,37,6231.91,Shipped,"Classic Cars",Koln,Germany,Medium,2019-10-16
FunGiftIdeas.com,10321,41,5803.14,Shipped,"Classic Cars","New Bedford",USA,Medium,2019-11-04
"Motor Mint Distributors Inc.",10331,46,6434.02,Shipped,"Classic Cars",Philadelphia,USA,Medium,2019-11-17
"Australian Collectors, Co.",10342,40,6454.40,Shipped,"Classic Cars",Melbourne,Australia,Medium,2019-11-24
"Lyon Souveniers",10356,43,4196.80,Shipped,"Classic Cars",Paris,France,Medium,2019-12-09
"Mini Creations Ltd.",10365,30,2611.80,Shipped,"Classic Cars","New Bedford",USA,Small,2020-01-07
"Toys of Finland, Co.",10377,35,5895.05,Shipped,"Classic Cars",Helsinki,Finland,Medium,2020-02-09
"Mini Gifts Distributors Ltd.",10390,36,3375.72,Shipped,"Classic Cars","San Rafael",USA,Medium,2020-03-04
"Danish Wholesale Imports",10406,61,8374.69,Disputed,"Classic Cars",Kobenhavn,Denmark,Large,2020-04-15
"Salzburg Collectables",10419,38,4464.24,Shipped,"Classic Cars",Salzburg,Austria,Medium,2020-05-17
"Vitachrome Inc.",10102,39,4808.31,Shipped,"Vintage Cars",NYC,USA,Medium,2018-01-10
"Australian Collectors, Co.",10125,32,3254.72,Shipped,"Vintage Cars",Melbourne,Australia,Medium,2018-05-21
"Souveniers And Things Co.",10139,31,3184.94,Shipped,"Vintage Cars",Chatswood,Australia,Medium,2018-07-16
"Signal Collectibles Ltd.",10149,50,5907.50,Shipped,"Vintage Cars",Brisbane,USA,Medium,2018-09-12
"Rovelli Gifts",10173,43,5036.16,Shipped,"Vintage Cars",Bergamo,Italy,Medium,2018-11-05
"Mini Gifts Distributors Ltd.",10182,25,2183.25,Shipped,"Vintage Cars","San Rafael",USA,Small,2018-11-12
"Australian Collectables, Ltd",10193,28,3106.88,Shipped,"Vintage Cars","Glen Waverly",Australia,Medium,2018-11-21
"Euro Shopping Channel",10205,36,3735.72,Shipped,"Vintage Cars",Madrid,Spain,Medium,2018-12-03
"West Coast Collectables Co.",10215,27,2413.26,Shipped,"Vintage Cars",Burbank,USA,Small,2019-01-29
"Saveley & Henriot, Co.",10227,25,2953.75,Shipped,"Vintage Cars",Lyon,France,Small,2019-03-02
"Euro Shopping Channel",10244,40,4684.80,Shipped,"Vintage Cars",Madrid,Spain,Medium,2019-04-29
"Danish Wholesale Imports",10256,34,3248.70,Shipped,"Vintage Cars",Kobenhavn,Denmark,Medium,2019-06-08
"Amica Models & Co.",10280,50,5239.50,Shipped,"Vintage Cars",Torino,Italy,Medium,2019-08-17
"Auto Assoc. & Cie.",10304,37,3535.35,Shipped,"Vintage Cars",Versailles,France,Medium,2019-10-11
"Mini Gifts Distributors Ltd.",10312,43,3843.34,Shipped,"Vintage Cars","San Rafael",USA,Medium,2019-10-21
"Online Diecast Creations Co.",10322,43,3710.90,Shipped,"Vintage Cars",Nashua,USA,Medium,2019-11-04
"Signal Gift Stores",10346,42,1516.62,Shipped,"Vintage Cars","Las Vegas",USA,Small,2019-11-29
"Lyon Souveniers",10356,50,2509.00,Shipped,"Vintage Cars",Paris,France,Small,2019-12-09
"Collectables For Less Inc.",10369,44,9240.44,Shipped,"Vintage Cars",Brickhaven,USA,Large,2020-01-20
"Euro Shopping Channel",10380,27,2515.32,Shipped,"Vintage Cars",Madrid,Spain,Small,2020-02-16
"Anna's Decorations, Ltd",10391,35,5548.90,Shipped,"Vintage Cars","North Sydney",Australia,Medium,2020-03-09
"Diecast Classics Inc.",10422,51,4873.05,"In Process","Vintage Cars",Allentown,USA,Medium,2020-05-30
"Vitachrome Inc.",10102,41,2055.74,Shipped,"Vintage Cars",NYC,USA,Small,2018-01-10
"Corrida Auto Replicas, Ltd",10126,42,2309.58,Shipped,"Vintage Cars",Madrid,Spain,Small,2018-05-28
"Souveniers And Things Co.",10139,49,2113.37,Shipped,"Vintage Cars",Chatswood,Australia,Small,2018-07-16
"Signal Collectibles Ltd.",10149,30,1746.60,Shipped,"Vintage Cars",Brisbane,USA,Small,2018-09-12
"Rovelli Gifts",10173,48,2122.08,Shipped,"Vintage Cars",Bergamo,Italy,Small,2018-11-05
"Mini Gifts Distributors Ltd.",10182,32,1742.40,Shipped,"Vintage Cars","San Rafael",USA,Small,2018-11-12
"Australian Collectables, Ltd",10193,46,2455.02,Shipped,"Vintage Cars","Glen Waverly",Australia,Small,2018-11-21
"Euro Shopping Channel",10205,48,3053.28,Shipped,"Vintage Cars",Madrid,Spain,Medium,2018-12-03
"West Coast Collectables Co.",10215,33,1423.29,Shipped,"Vintage Cars",Burbank,USA,Small,2019-01-29
"Saveley & Henriot, Co.",10227,31,1504.12,Shipped,"Vintage Cars",Lyon,France,Small,2019-03-02
"Euro Shopping Channel",10244,20,1164.40,Shipped,"Vintage Cars",Madrid,Spain,Small,2019-04-29
"Danish Wholesale Imports",10256,29,1500.75,Shipped,"Vintage Cars",Kobenhavn,Denmark,Small,2019-06-08
"Amica Models & Co.",10280,27,1557.36,Shipped,"Vintage Cars",Torino,Italy,Small,2019-08-17
"Auto Assoc. & Cie.",10304,37,1795.24,Shipped,"Vintage Cars",Versailles,France,Small,2019-10-11
"Mini Gifts Distributors Ltd.",10312,25,1105.25,Shipped,"Vintage Cars","San Rafael",USA,Small,2019-10-21
"Online Diecast Creations Co.",10322,41,2364.88,Shipped,"Vintage Cars",Nashua,USA,Small,2019-11-04
"Australian Collectors, Co.",10347,21,1237.95,Shipped,"Vintage Cars",Melbourne,Australia,Small,2019-11-29
"Lyon Souveniers",10356,22,1593.02,Shipped,"Vintage Cars",Paris,France,Small,2019-12-09
"Collectables For Less Inc.",10369,32,3156.16,Shipped,"Vintage Cars",Brickhaven,USA,Medium,2020-01-20
"Anna's Decorations, Ltd",10391,42,4998.00,Shipped,"Vintage Cars","North Sydney",Australia,Medium,2020-03-09
"Diecast Classics Inc.",10422,25,1293.75,"In Process","Vintage Cars",Allentown,USA,Small,2020-05-30
"Atelier graphique",10123,26,3073.72,Shipped,"Classic Cars",Nantes,France,Medium,2018-05-20
"Reims Collectables",10137,44,4380.20,Shipped,"Classic Cars",Reims,France,Medium,2018-07-10
"Anna's Decorations, Ltd",10148,47,5848.68,Shipped,"Classic Cars","North Sydney",Australia,Medium,2018-09-11
"Heintze Collectables",10161,43,6153.73,Shipped,"Classic Cars",Aaarhus,Denmark,Medium,2018-10-17
"Gift Depot Inc.",10172,42,4965.24,Shipped,"Classic Cars",Bridgewater,USA,Medium,2018-11-05
"Online Diecast Creations Co.",10192,29,4258.36,Shipped,"Classic Cars",Nashua,USA,Medium,2018-11-20
"Muscle Machine Inc",10204,40,4032.00,Shipped,"Classic Cars",NYC,USA,Medium,2018-12-02
"Euro Shopping Channel",10212,38,4492.36,Shipped,"Classic Cars",Madrid,Spain,Medium,2019-01-16
"Collectable Mini Designs Co.",10226,38,4161.38,Shipped,"Classic Cars","San Diego",USA,Medium,2019-02-26
"Mini Caravy",10241,21,2508.66,Shipped,"Classic Cars",Strasbourg,France,Small,2019-04-13
"L'ordine Souveniers",10266,36,5196.60,Shipped,"Classic Cars","Reggio Emilia",Italy,Medium,2019-07-06
"Signal Gift Stores",10278,23,2604.52,Shipped,"Classic Cars","Las Vegas",USA,Small,2019-08-06
"Handji Gifts& Co",10288,20,2936.80,Shipped,"Classic Cars",Singapore,Singapore,Small,2019-09-01
"Euro Shopping Channel",10311,29,2923.20,Shipped,"Classic Cars",Madrid,Spain,Small,2019-10-16
FunGiftIdeas.com,10321,44,4489.76,Shipped,"Classic Cars","New Bedford",USA,Medium,2019-11-04
"Motor Mint Distributors Inc.",10331,44,4849.24,Shipped,"Classic Cars",Philadelphia,USA,Medium,2019-11-17
"Reims Collectables",10343,36,5848.92,Shipped,"Classic Cars",Reims,France,Medium,2019-11-24
Toys4GrownUps.com,10367,49,2758.70,Resolved,"Classic Cars",Pasadena,USA,Small,2020-01-12
"Euro Shopping Channel",10378,34,1449.76,Shipped,"Classic Cars",Madrid,Spain,Small,2020-02-10
"The Sharp Gifts Warehouse",10407,59,7048.14,"On Hold","Classic Cars","San Jose",USA,Large,2020-04-22
"Salzburg Collectables",10419,37,5202.94,Shipped,"Classic Cars",Salzburg,Austria,Medium,2020-05-17
"Rovelli Gifts",10106,36,5279.40,Shipped,Planes,Bergamo,Italy,Medium,2018-02-17
"Salzburg Collectables",10119,43,6916.12,Shipped,Planes,Salzburg,Austria,Medium,2018-04-28
"Gift Ideas Corp.",10131,21,2781.66,Shipped,Planes,Glendale,USA,Small,2018-06-16
"Mini Creations Ltd.",10143,32,5248.00,Shipped,Planes,"New Bedford",USA,Medium,2018-08-10
"Toys of Finland, Co.",10155,38,6531.44,Shipped,Planes,Helsinki,Finland,Medium,2018-10-06
"Alpha Cognac",10178,42,6490.68,Shipped,Planes,Toulouse,France,Medium,2018-11-08
"Collectable Mini Designs Co.",10222,49,6954.08,Shipped,Planes,"San Diego",USA,Medium,2019-02-19
"The Sharp Gifts Warehouse",10250,45,8160.30,Shipped,Planes,"San Jose",USA,Large,2019-05-11
"Euro Shopping Channel",10262,49,6567.96,Cancelled,Planes,Madrid,Spain,Medium,2019-06-24
"Collectables For Less Inc.",10274,41,6724.00,Shipped,Planes,Brickhaven,USA,Medium,2019-07-21
"Bavarian Collectables Imports, Co.",10296,36,5676.84,Shipped,Planes,Munich,Germany,Medium,2019-09-15
"Classic Gift Ideas, Inc",10307,39,7379.97,Shipped,Planes,Philadelphia,USA,Large,2019-10-14
"Danish Wholesale Imports",10327,25,2804.75,Resolved,Planes,Kobenhavn,Denmark,Small,2019-11-10
"Oulu Toy Supplies, Inc.",10373,28,1611.40,Shipped,Planes,Oulu,Finland,Small,2020-01-31
"Euro Shopping Channel",10386,25,1364.25,Resolved,Planes,Madrid,Spain,Small,2020-03-01
"Reims Collectables",10398,33,4215.09,Shipped,Planes,Reims,France,Medium,2020-03-30
"The Sharp Gifts Warehouse",10400,34,6433.82,Shipped,Planes,"San Jose",USA,Medium,2020-04-01
"L'ordine Souveniers",10416,24,4352.16,Shipped,Planes,"Reggio Emilia",Italy,Medium,2020-05-10
"Online Diecast Creations Co.",10100,30,5151.00,Shipped,"Vintage Cars",Nashua,USA,Medium,2018-01-06
"Signal Gift Stores",10124,21,2856.00,Shipped,"Vintage Cars","Las Vegas",USA,Small,2018-05-21
